,Report Snapshot Date,Licensee Name,Program Type Desc,Region Display Name,CMSM DSSAB Name,Child Care Center Name,Licence Number,Program Option,Original Issue Date,Licence Status,Closure or Termination Date,Language of Service Desc,Street Number,Street Name,Street Type,City,Province,Postal Code,
5330,2020-02-29,The Munchkin Manor Daycare & Early Learning Centre Inc.,Child Care Centre,Central East Region,City of Toronto,The Munchkin Manor Daycare & Early Learning Centre,57752,Full Day(6 hours or more in a day),2019-08-19,Active,,English,1087,Lillian,Street,Toronto,ON,M2M 3G1,
5331,2020-02-29,The New Old School House Day Care Inc.,Child Care Centre,East Region,County of Hastings,Friends of NOSH,5666,"Before school, After school",2011-07-11,Active,,English,151,Cloverleaf,Drive,Belleville,ON,K8N 4Z5,
5332,2020-02-29,The New Old School House Day Care Inc.,Child Care Centre,East Region,County of Hastings,The New Old School House Day Care,4452,"Full Day(6 hours or more in a day), Before school, After school",2008-01-02,Active,,English,339,Vermilyea,Road,Belleville,ON,K8N 4Z5,
5333,2020-02-29,The Nottinghill Educational Rec Centre Ltd.,Child Care Centre,West Region,Regional Municipality of Halton,Cradle 2 Kinder,1204,Full Day(6 hours or more in a day),2001-07-03,Active,,English,635,Fourth,Line,Oakville,ON,L6L 5W4,
5334,2020-02-29,The Nottinghill Educational Rec Centre Ltd.,Child Care Centre,West Region,Regional Municipality of Halton,The Educational Rec Centre Infant II,5197,Full Day(6 hours or more in a day),2009-09-30,Inactive,2014-01-06,English,635,Fourth,Line,Oakville,ON,L6L 5W4,
5335,2020-02-29,The Nottinghill Educational Rec Centre Ltd.,Child Care Centre,West Region,Regional Municipality of Halton,The Educational Rec Centre Infant Program,2975,Full Day(6 hours or more in a day),2005-03-21,Inactive,2015-08-07,English,635,Fourth,Line,Oakville,ON,L6L 5W4,
5336,2020-02-29,The Olive Daycare Center Inc.,Child Care Centre,West Region,County of Wellington,The Olive Daycare Center Inc,57771,"Full Day(6 hours or more in a day), Extended hours(more than 12 hours)",2019-08-23,Active,,English,5471,Highway 6 N,,Guelph,ON,N1H 6J2,
5337,2020-02-29,The One Tot Stop Day Care Inc.,Child Care Centre,North Region,Manitoulin-Sudbury District Services Board,The One Tot Stop Day Care,56524,Full Day(6 hours or more in a day),2016-07-18,Active,,English,164,Mead,Boulevard,Espanola,ON,P5E 1S5,
5338,2020-02-29,The One Tot Stop Day Care Inc.,Child Care Centre,North Region,Manitoulin-Sudbury District Services Board,The One Tot Stop Day Care - A.B. Ellis Site,4297,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2007-09-04,Inactive,,English,128,Park,Street,Espanola,ON,P5E 1S7,
5339,2020-02-29,The One Tot Stop Day Care Inc.,Child Care Centre,North Region,Manitoulin-Sudbury District Services Board,The One Tot Stop Day Care - St. Mary Site,3774,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2006-09-05,Active,,English,290,Algoma,Street,Massey,ON,P0P 1P0,
5340,2020-02-29,The One Tot Stop Day Care Inc.,Child Care Centre,North Region,Manitoulin-Sudbury District Services Board,The One Tot Stop Day Care Inc.,502,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1993-09-06,Active,,English,355,Government,Road,Massey,ON,P0P 1P0,
5341,2020-02-29,The Orchard Children's Centre Inc.,Child Care Centre,West Region,Regional Municipality of Halton,The Orchard Children's Centre,3125,Full Day(6 hours or more in a day),2005-08-26,Active,,English,C6-3550,Dundas,Street,Burlington,ON,L7M 4B8,
5342,2020-02-29,The Phoenix Montessori School Inc.,Child Care Centre,Central East Region,City of Toronto,Phoenix Montessori School Inc.,16172,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",1999-09-13,Inactive,2015-06-17,English,19,Glen Agar,Drive,Toronto,ON,M9B 5L5,
5343,2020-02-29,The Phoenix Montessori School Inc.,Child Care Centre,Central West Region,City of Toronto,THE PHOENIX MONTESSORI SCHOOL INC.,56743,"Full Day(6 hours or more in a day), Before school, After school",2017-02-13,Inactive,2018-02-02,English,170,Evans,Avenue,Toronto,ON,M8Z 1J7,
5344,2020-02-29,The Phoenix Montessori School Inc.,Child Care Centre,Central West Region,City of Toronto,THE PHOENIX MONTESSORI SCHOOL INC.,57088,"Full Day(6 hours or more in a day), Before school, After school",2018-01-08,Active,,English,2,Station,Road,Toronto,ON,M8V 2P9,
5345,2020-02-29,The Play House Learning Centre Inc.,Child Care Centre,East Region,City of Ottawa,Kids & Company - Barrhaven,4582,"Full Day(6 hours or more in a day), Before school, After school",2008-06-12,Active,,English,3350,Fallowfield,Road,Nepean,ON,K2J 5L1,
5346,2020-02-29,The Polkadot Palace Inc.,Child Care Centre,Southwest Region,City of Brantford,The Polka Dot Palace,6727,Full Day(6 hours or more in a day),2013-09-05,Inactive,2019-06-03,English,1084,Rest Acres,Road,Paris,ON,N3L 3E3,
5347,2020-02-29,The Port Dalhousie Nursery School Inc.,Child Care Centre,West Region,Regional Municipality of Niagara,The Port Dalhousie Nursery School,5465,Half day(Less than 6 hours in a day),1986-01-15,Active,,English,507,Geneva,Street,St. Catharines,ON,L2N 2H7,
5348,2020-02-29,The Progressive Montessori Academy Inc.,Child Care Centre,Central North Region,Regional Municipality of York,The Progressive Montessori Academy - South Campus,3968,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2006-09-26,Active,,English,6411,Main,Street,Stouffville,ON,L4A 1G4,
5349,2020-02-29,The Rec Room (1469615 Ontario Ltd.),Child Care Centre,Central West Region,City of Toronto,The Rec Room Before & After School Program - (1469615 Ontario Ltd.),2068,"Before school, After school",2003-06-29,Active,,"Spanish, Portuguese, English, Other, Bengali",255,Royal York,Road,Toronto,ON,M8V 2V8,
5350,2020-02-29,The Ressel Day Nursery School Inc.,Child Care Centre,West Region,Regional Municipality of Halton,RESSEL DAY NURSERY SCHOOL II,5019,Full Day(6 hours or more in a day),2009-07-09,Inactive,,English,1335,Plains,Road,Burlington,ON,L7R 3P7,
5351,2020-02-29,The Ressel Day Nursery School Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Ressel Day Nursery School #359,5961,Half day(Less than 6 hours in a day),1981-12-08,Inactive,2016-07-12,English,2138,Brant,Street,Burlington,ON,L7P 3W5,
5352,2020-02-29,The Ressel Day Nursery School Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Ressel Day Nursery School - Centre 358,5963,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1981-12-08,Inactive,,English,1335,Plains,Road,Burlington,ON,L7R 3P7,
5353,2020-02-29,The Ressel Day Nursery School Inc.,Child Care Centre,West Region,Regional Municipality of Halton,Ressel School @ Willowbrae Academy,56716,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2016-12-28,Active,,English,1250,Brant,Street,Burlington,ON,L7P 1X8,
5354,2020-02-29,The Ridgeway Educational Rec. Centre Ltd.,Child Care Centre,Central West Region,Regional Municipality of Peel,Little Bright Stars Learning Centre,55231,"Full Day(6 hours or more in a day), Before school, After school",2013-12-30,Active,,English,2575,Dundas,Street,Mississauga,ON,L5K 2M6,
5355,2020-02-29,The Ridgeway Educational Rec. Centre Ltd.,Child Care Centre,Central West Region,Regional Municipality of Peel,The Ridgeway Educational Rec. Centre,20151,"Half day(Less than 6 hours in a day), Before school, After school",1997-12-31,Inactive,2014-01-13,English,3170,Ridgeway,Drive,Mississauga,ON,L5L 5R4,
5356,2020-02-29,The Salvation Army Guelph Citadel,Child Care Centre,West Region,County of Wellington,The Salvation Army Nursery School and Junior Kindergarten,2978,Half day(Less than 6 hours in a day),2005-03-24,Active,,English,1320,Gordon,Street,Guelph,ON,N1L 1H3,
5357,2020-02-29,The School House Academy Inc.,Child Care Centre,Southwest Region,City of Windsor,The School House Academy Inc.,56755,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2017-03-01,Active,,English,3450,Ypres,Avenue,Windsor,ON,N8W 5K9,
5358,2020-02-29,The School House Early Learning Centre,Child Care Centre,Southwest Region,City of Windsor,The School House Early Learning Centre,6573,Full Day(6 hours or more in a day),2013-07-19,Active,,English,1235,Grand Marais,Road,Windsor,ON,N9E 1E1,
5359,2020-02-29,The Scott Mission Child Care Centre,Child Care Centre,Central East Region,City of Toronto,The Scott Mission Child Care Centre,6451,Full Day(6 hours or more in a day),2013-03-01,Active,,English,1550,O'Connor,Drive,Toronto,ON,M4B 2V3,
5360,2020-02-29,The South Drive Children's Circle,Child Care Centre,Central East Region,City of Toronto,Mount Pleasant Road Children's Circle (OP:  The South Drive Children's Circle),3925,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2006-10-05,Inactive,2017-10-02,English,129,Mount Pleasant,Road,Toronto,ON,M4W 2S3,
5361,2020-02-29,The South Drive Children's Circle,Child Care Centre,Central West Region,City of Toronto,Garfield Avenue Children's Circle (OP:  The South Drive Children's Circle),3721,"Before school, After school",2006-09-01,Active,,English,1 1/2,Garfield,Avenue,Toronto,ON,M4T 1E6,
5362,2020-02-29,The South Drive Children's Circle,Child Care Centre,Central West Region,City of Toronto,The South Drive Children's Circle,8464,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1984-01-13,Active,,English,22,South,Drive,Toronto,ON,M4W 1R1,
5363,2020-02-29,The Squirrels' Nest Child Care Centre,Child Care Centre,Central East Region,City of Toronto,The Squirrels' Nest Child Care Centre,15086,Full Day(6 hours or more in a day),1995-09-21,Active,,English,1305,Ellesmere,Road,Toronto,ON,M1P 2Y2,
5364,2020-02-29,The Sunshine Academy Inc.,Child Care Centre,Southwest Region,City of Windsor,The Sunshine Academy Daycare Inc.,57803,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2019-08-29,Active,,English,805,Front,Road,LaSalle,ON,N9A 2J4,
5365,2020-02-29,The Three Bears Day Care Hornepayne Co-operative Incorporation,Child Care Centre,North Region,Algoma District Services Administration Board,The Three Bears Day Care,627,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",1980-01-01,Active,,English,59,Neesomadina,Avenue,Hornepayne,ON,P0M 1Z0,
5366,2020-02-29,The Toronto Military Family Resource Centre,Child Care Centre,Central North Region,City of Toronto,Toronto Military Family Resource Centre,2054,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2003-06-16,Active,,English,5,Yukon,Lane,Toronto,ON,M3K 0A1,
5367,2020-02-29,The Tot Spot Nursery School - 1701513 Ontario Inc.,Child Care Centre,North Region,County of Simcoe,Guiding Stars Child Care Centre,5923,Full Day(6 hours or more in a day),2011-10-03,Inactive,2016-06-30,English,610,Huronia,Road,Barrie,ON,L4N 0W5,
5368,2020-02-29,The Tot Spot Nursery School - 1701513 Ontario Inc.,Child Care Centre,North Region,County of Simcoe,Guiding Stars Child Care Centre,56421,Full Day(6 hours or more in a day),2016-04-07,Active,,English,225,Maple View,Drive,Barrie,ON,L4N 0W5,
5369,2020-02-29,The Toy Box Early Childhood Education Centre Inc.,Child Care Centre,Southwest Region,City of Windsor,The Toy Box Early Childhood Education Centre - Howard Location,1693,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2002-07-08,Active,,English,2665,Howard,Avenue,Windsor,ON,N8X 4Z3,
5370,2020-02-29,The Toy Box Early Childhood Education Centre Inc.,Child Care Centre,Southwest Region,City of Windsor,The Toy Box Early Education Centre - McDougall,4105,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day)",2007-02-05,Active,,English,2550,McDougall,Avenue,Windsor,ON,N8X 3P1,
5371,2020-02-29,The Toy Box Early Childhood Education Centre Inc.,Child Care Centre,Southwest Region,City of Windsor,The ToyBox Early Childhood Education Centre Inc. - Walker,57366,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2018-10-18,Inactive,2019-10-16,English,3966,Walker,Road,Windsor,ON,N8W 3T3,
5372,2020-02-29,The ToyBox Early Education Centre,Child Care Centre,Southwest Region,City of Windsor,The Toy Box - Percy P. McCallum,6648,"Before school, After school",2013-08-14,Inactive,2018-10-02,English,4195,Milloy,Street,Windsor,ON,N8Y 2C2,
5373,2020-02-29,The ToyBox Early Education Centre,Child Care Centre,Southwest Region,City of Windsor,The Toy Box - W. J. Langlois,6426,"Before school, After school",2013-01-15,Active,,English,3110,Rivard,,Windsor,ON,N8T 2S4,
5374,2020-02-29,The ToyBox Early Education Centre,Child Care Centre,Southwest Region,City of Windsor,The Toy Box Early Childhood Education Centre - Giles,6284,"Before school, After school",2012-09-04,Active,,English,874,Giles,Boulevard,Windsor,ON,N9A 4E8,
5375,2020-02-29,The ToyBox Early Education Centre,Child Care Centre,Southwest Region,City of Windsor,The Toy Box Early Childhood Education Centre - Malden Central,6285,"Before school, After school",2012-09-04,Active,,English,5620,County,Road,Amherstburg,ON,N9V 2Y8,
5376,2020-02-29,The ToyBox Early Education Centre,Child Care Centre,Southwest Region,City of Windsor,The ToyBox Early Education Centre,56606,"Before school, After school",2016-09-02,Active,,English,1930,Rossini,Boulevard,Windsor,ON,N8W 4P5,
5377,2020-02-29,The Ukrainian Catholic Episcopal Corporation of Eastern Canada,Child Care Centre,Central West Region,Regional Municipality of Peel,Holy Dormition of the Mother of God Ukrainian Catholic Nursery School,5724,Half day(Less than 6 hours in a day),1982-06-16,Inactive,2018-03-07,"English, Other",3625,Cawthra,Road,Mississauga,ON,L5A 2Y4,
5378,2020-02-29,The Vermilion Bay and Area Nursery School Co-operative Inc.,Child Care Centre,North Region,Kenora District Services Board,Vermilion Bay & Area Nursery School,8831,Half day(Less than 6 hours in a day),1987-06-01,Active,,English,1,Main,Street,Vermilion Bay,ON,P0V 2V0,
5379,2020-02-29,The Victory Kids Club Inc.,Child Care Centre,West Region,County of Wellington,Victory Kids Club,921,"Before school, After school",2000-10-11,Active,,English,135,Exhibition,Street,Guelph,ON,N1H 4R4,
5380,2020-02-29,The Village - Children's Programs,Child Care Centre,Central North Region,Regional Municipality of York,McGivney Child Care Centre,19058,Full Day(6 hours or more in a day),1996-06-28,Active,,English,5300,14th,Avenue,Markham,ON,L3S 3K8,
5381,2020-02-29,The Village - Children's Programs,Child Care Centre,Central North Region,Regional Municipality of York,St Joseph Childrens Program,55717,"Full Day(6 hours or more in a day), Before school, After school",2014-11-12,Active,,English,388,Whites Hill,Avenue,Markham,ON,L3P 4M2,
5382,2020-02-29,The Village - Children's Programs,Child Care Centre,Central North Region,Regional Municipality of York,St. Edward's Before and After School Program,5078,"Full Day(6 hours or more in a day), Half day(Less than 6 hours in a day), Before school, After school",2009-09-08,Active,,English,33,Cairns,Drive,Markham,ON,L3P 7M8,
5383,2020-02-29,The Village - Children's Programs,Child Care Centre,Central North Region,Regional Municipality of York,St. Joseph Child Care Centre - Before & After School & Kindergarten,3152,"Half day(Less than 6 hours in a day), Before school, After school",2005-09-01,Inactive,2014-11-17,English,55,Parkway,Avenue,Markham,ON,L3P 2G5,
5384,2020-02-29,The Village - Children's Programs,Child Care Centre,Central North Region,Regional Municipality of York,St. Julia Billiart Before and After School Program,3419,"Before school, After school",2006-01-18,Active,,English,2070,Bur Oak,Avenue,Markham,ON,L6E 1X5,
