,name,source_facility_type,licence_status,street_number,street_name,city,province,postal_code,provider
4419,Pinecrest Queensway Headstart Nursery School,Child Care Centre,Active,2860,Ahearn Avenue,Ottawa,ON,K2B 6G2,Province of Ontario
4420,Pladec Day Care Centre,Child Care Centre,Active,349,Mack Street,Kingston,ON,K7L 1R4,Province of Ontario
4421,Pladec East Day Care Centre,Child Care Centre,Active,671,Innovation Drive,Kingston,ON,K7K 7E7,Province of Ontario
4422,Plains Road Child Care Inc.,Child Care Centre,Active,520,Plains Road,Toronto,ON,M4C 2Z1,Province of Ontario
4423,High Park Early Learning Centre (Op: Plato Adult Education Centre),Child Care Centre,Active,17,High Park Avenue,Toronto,ON,M6P 2R5,Province of Ontario
4424,Plato Adult Education Centre (West End Home Child Care Services) (PHDC),Home Child Care Agency,Active,1411,Bloor Street,Toronto,ON,M6P 3L4,Province of Ontario
4425,Play and Grow Child Care Centre,Child Care Centre,Active,227,Drewry Avenue,Toronto,ON,M2M 1E3,Province of Ontario
4426,Play Loft,Child Care Centre,Active,583,Danforth Avenue,Toronto,ON,M4K 1P9,Province of Ontario
4427,Playcare Early Learning Centre Inc.,Child Care Centre,Active,1530,Major Mackenzie Drive,Vaughan,ON,L6A 0A6,Province of Ontario
4428,Playdays Childcare Centre,Child Care Centre,Active,2255,Dundas Street,Mississauga,ON,L5K 1R6,Province of Ontario
4429,Playful Steps Daycare Centre,Child Care Centre,Active,12315,West Lake Road,Tecumseh,ON,N8N 4W3,Province of Ontario
4430,Playhouse Child Care Centre Inc. (15 Greenland Rd.),Child Care Centre,Active,15,Greenland Road,Toronto,ON,M3C 1N1,Province of Ontario
4431,Playland Ltd - Daycare Centre,Child Care Centre,Active,5050,Dufferin Street,Toronto,ON,M3H 5T5,Province of Ontario
4432,Playtime Daycare Centre,Child Care Centre,Active,1160,Maitland Avenue,Ottawa,ON,K2C 2C2,Province of Ontario
4433,Pleasant Child Care of North York Inc.,Child Care Centre,Active,288,Pleasant Avenue,Toronto,ON,M2R 2R1,Province of Ontario
4434,St. Paschal Baylon Child Care Centre (Pleasant Child Care of North York Inc.),Child Care Centre,Active,15,St.Paschal Court,Toronto,ON,M2M 1X6,Province of Ontario
4435,POINT EDWARD BEFORE & AFTER SCHOOL PROGRAM,Child Care Centre,Active,205,Albert Street,Point Edward,ON,N7V 1R4,Province of Ontario
4436,Point Edward Early Learning Centre,Child Care Centre,Active,213,Michigan Avenue,Point Edward,ON,N7V 1E7,Province of Ontario
4437,Polka Dot Preschool,Child Care Centre,Active,271,Centre Street,Thornhill,ON,L4J 1G5,Province of Ontario
4438,High Hopes Day Care,Child Care Centre,Active,674,Victoria Street,Kingston,ON,K7K 4S5,Province of Ontario
4439,West End Children's Centre,Child Care Centre,Active,5,Miles Avenue,Kingston,ON,K7M 7G7,Province of Ontario
4440,Port Elgin Montessori Preschool Inc.,Child Care Centre,Active,281,Goderich Street,Port Elgin,ON,N0H 2C1,Province of Ontario
4441,Sunshine Heights Co-operative Day Care,Child Care Centre,Active,40,Ward Street,Port Hope,ON,L1A 1L5,Province of Ontario
4442,Christ The King Child Care Before and After School Program,Child Care Centre,Active,48,College Ave ON,Port Rowan,ON,N0E 1M0,Province of Ontario
4443,Christ the King Child Care Centre,Child Care Centre,Active,1140,Bay Street,Port Rowan,ON,N0E 1M0,Province of Ontario
4444,Positive Minds Daycare Inc,Child Care Centre,Active,318,Queen Mary Drive,Oakville/Halton,ON,L6K 3L6,Province of Ontario
4445,Power Glen Co-operative Nursery School,Child Care Centre,Inactive,237,Rykert Street,St. Catharines,ON,L2S 3T8,Province of Ontario
4446,Power Glen Early Learning & Child Care Centre,Child Care Centre,Active,34,Westland Street,St. Catharines,ON,L2S 3W8,Province of Ontario
4447,Precious Beginnings Children's Centre,Child Care Centre,Active,10735,Weston Road,Woodbridge,ON,L4L 1A6,Province of Ontario
4448,Precious Jewels Day Care Centre Inc.,Child Care Centre,Inactive,9050,Dixie Road,Brampton,ON,L6S 1J3,Province of Ontario
4449,Precious Ones Bilingual Preschool Corp.,Child Care Centre,Active,233,Westview Boulevard,Toronto.,ON,M4B 3J7,Province of Ontario
4450,Precious Pearls Child Care Centre Inc.,Child Care Centre,Active,2495,Old Bronte Road,Oakville,ON,L6M 4J2,Province of Ontario
4451,Preschool Petit Bateau - 2,Child Care Centre,Active,1830,Meadowvale Boulevard,Mississauga,ON,L5N 7K8,Province of Ontario
4452,Preschool Petit Bateau - Brampton,Child Care Centre,Active,25,Laurelcrest Street,Brampton,ON,L6S 4C4,Province of Ontario
4453,Preschool Petit Bateau Inc. - Garderie Educative,Child Care Centre,Active,385,Meadows Boulevard,Mississauga,ON,L4Z 1G5,Province of Ontario
4454,Garderie Educative Petit Bateau - Ste Nicolas,Child Care Centre,Active,700,Woodward Avenue,Milton,ON,L9T 3T7,Province of Ontario
4455,Preschool Petit Bateau Brampton Caledon,Child Care Centre,Active,55,Abbottside Way,Caledon,ON,L7C 4C3,Province of Ontario
4456,Preschool of the Arts Forest City Limited,Child Care Centre,Active,111,Wortley Road,London,ON,N6C 3P2,Province of Ontario
4457,Prestige Montessori,Child Care Centre,Active,2530,Third Line,Oakville,ON,L6Z 4J3,Province of Ontario
4458,Pris-T-Gis Montessori School,Child Care Centre,Active,150,Bullock Drive,Markham,ON,L3P 1W2,Province of Ontario
4459,Pris-T-Gis Montessori School (West) Campus Inc.,Child Care Centre,Active,2977,16th Avenue,Markham,ON,L3R 0K9,Province of Ontario
4460,Pretty River Academy,Child Care Centre,Active,11521,Hwy 26,Collingwood,ON,L9Y 5E7,Province of Ontario
4461,Pride in Heritage Children's Centre - North York,Child Care Centre,Active,55,Gateway Boulevard,Toronto,ON,M3C 1B4,Province of Ontario
4462,"Play and Learn Children's Centre ""A""",Child Care Centre,Inactive,6900,Millcreek Drive,Mississauga,ON,L5N 6C1,Province of Ontario
4463,"Play and Learn Children's Centre ""C""",Child Care Centre,Active,6920,Millcreek Drive,Mississauga,ON,L5N 6C1,Province of Ontario
4464,Prime Time Nursery School - Full Day & School Age,Child Care Centre,Active,298,First Street,Midland,ON,L4R 3N9,Province of Ontario
4465,Prince Edward Montessori School,Child Care Centre,Active,12,Peter Street,Mississauga,ON,L5H 1G3,Province of Ontario
4466,Prince Edward Montessori School Inc.,Child Care Centre,Active,2850,Bloor Street,Toronto,ON,M8X 1B2,Province of Ontario
4467,Princess Margaret Nursery School (Etobicoke),Child Care Centre,Active,70,Princess Anne Crescent,Toronto,ON,M9A 2P7,Province of Ontario
4468,Prodigy Learning Centre Inc.,Child Care Centre,Active,1545,Jane Street,Toronto,ON,M9N 2R3,Province of Ontario
4469,Progress Childcare (Scarborough Inc. #1) (3 Glamorgan),Child Care Centre,Active,3,Glamorgan Avenue,Toronto,ON,M1P 4N9,Province of Ontario
4470,Promised Future Nursery,Child Care Centre,Active,350,Woodbridge Avenue,Woodbridge,ON,L4L 3K8,Province of Ontario
4471,Prosserman JCC - Daycare and Preschool,Child Care Centre,Active,4588,Bathurst Street,Toronto,ON,M2R 1W6,Province of Ontario
4472,Providence Daycare Centre - Byron Street,Child Care Centre,Inactive,200,Byron Street,Whitby,ON,L1N 4P6,Province of Ontario
4473,Providence Daycare Centre - Winchester,Child Care Centre,Active,16,Winchester Road,Brooklin,ON,L1M 1B3,Province of Ontario
4474,Providence Daycare Centre Inc.,Child Care Centre,Active,451,Woodmount Drive,Oshawa,ON,L1G 8E3,Province of Ontario
4475,Puddle Jumpers Prepschool Inc.,Child Care Centre,Active,12570,Kennedy Road,Caledon,ON,L7C 3N5,Province of Ontario
4476,Purple Tree Child Care Inc.,Child Care Centre,Active,384,Soudan Avenue,Toronto,ON,M4S 1W8,Province of Ontario
4477,Holy Family Childcare Centre (Op: Queen Victoria),Child Care Centre,Active,141,Close Avenue,Toronto,ON,M6K 2V3,Province of Ontario
4478,Queen Victoria Childcare Centre (formerly Parkdale Beach Childcare Centre),Child Care Centre,Active,100,Close Avenue,Toronto,ON,M6K 2V3,Province of Ontario
4479,Queen's Day Care Centre,Child Care Centre,Inactive,169,Union Street,Kingston,ON,K7L 2P5,Province of Ontario
4480,Queen's Day Care Centre Inc.,Child Care Centre,Inactive,284,Earl Street,Kingston,ON,K7L 2H8,Province of Ontario
4481,Queen's Day Care Centre Main Campus,Child Care Centre,Active,184,Union Street,Kingston,ON,K7L 2P5,Province of Ontario
4482,Queen's Day Care Centre-West Campus,Child Care Centre,Active,47,Van Order Drive,Kingston,ON,K7M 1B6,Province of Ontario
4483,Queen's Park Child Care Centre,Child Care Centre,Inactive,900,Bay Street,Toronto,ON,M7A 1C2,Province of Ontario
4484,Queen's Park Child Care Centre,Child Care Centre,Active,7,Queen's Park Circle,Toronto,ON,M5G 2L5,Province of Ontario
4485,Queensway West Montessori School,Child Care Centre,Inactive,930,Watson Street,Ottawa,ON,K2B 6B9,Province of Ontario
4486,Quiet Waters Montessori Academy,Child Care Centre,Active,2403,Innisfil Beach Road,Innisfil,ON,L9S 4C1,Province of Ontario
4487,Rainbow Academy - Preschool House,Child Care Centre,Active,18,King Street,Bolton,ON,L7E 1E8,Province of Ontario
4488,Rainbow Academy Learning and Child Care Centre,Child Care Centre,Active,18,King Street,Bolton,ON,L7E 1E8,Province of Ontario
4489,Ajax Early Learning and Child Care Centre,Child Care Centre,Active,22,Centennial Road,Ajax,ON,L1S 3K4,Province of Ontario
4490,Clara Hughes Early Learning and Child Care Centre,Child Care Centre,Active,610,Taylor Avenue,Oshawa,ON,L1H 2E7,Province of Ontario
4491,Edna Thomson Early Learning and Child Care Centre,Child Care Centre,Inactive,156,Church Street,Bowmanville,ON,L1C 1T6,Province of Ontario
4492,Edna Thomson Early Learning and Child Care Centre,Child Care Centre,Active,410,North Scugog Court,Bowmanville,ON,L1C 3K2,Province of Ontario
4493,Gibb Street Child Care Centre,Child Care Centre,Inactive,123,Gibb Street,Oshawa,ON,L1J 1Y4,Province of Ontario
4494,Lakewoods ELCC Before and After School,Child Care Centre,Active,323,Chaleur Avenue,Oshawa,ON,L1J 1G5,Province of Ontario
4495,Lakewoods Early Learning and Child Care Centre,Child Care Centre,Active,353,Chaleur Avenue,Oshawa,ON,L1J 1G5,Province of Ontario
4496,Pickering Early Learning and Child Care Centre,Child Care Centre,Active,1262,Radom Street,Pickering,ON,L1W 1J4,Province of Ontario
4497,Sunderland Early Learning and Child Care Centre,Child Care Centre,Active,41,Albert Street,Sunderland,ON,L0C 1H0,Province of Ontario
4498,Whitby Early Learning and Child Care Centre,Child Care Centre,Active,501,Dunlop Street,Whitby,ON,L1N 1S8,Province of Ontario
4499,Regional Child Care Centre - Maple Avenue,Child Care Centre,Active,65,Maple Avenue,Georgetown,ON,L7G 1X8,Province of Ontario
4500,Regional Child Care Centre - Margaret Drive,Child Care Centre,Active,344,Margaret Drive,Oakville,ON,L6K 3P3,Province of Ontario
4501,Regional Child Care Centre - Sedgewick Crescent,Child Care Centre,Active,1256,Sedgewick Crescent,Oakville,ON,L6L 1X6,Province of Ontario
4502,Branscombe Early Learning and Family Centre,Child Care Centre,Active,6271,Glengate Street,Niagara Falls,ON,L2E 5S4,Province of Ontario
4503,Fort Erie Regional Child Care Centre,Child Care Centre,Active,94,Catherine Street,Fort Erie,ON,L2A 5W6,Province of Ontario
4504,Port Colborne Regional Child Care Centre,Child Care Centre,Inactive,487,Northland Avenue,Port Colborne,ON,L3K 4B3,Province of Ontario
4505,Port Colborne Regional Child Care Centre,Child Care Centre,Active,214,Steele Street Street,Port Colborne,ON,L3K 4X7,Province of Ontario
4506,St. Catharines Regional Child Care Centre,Child Care Centre,Active,179,Carlton Street,St. Catharines,ON,L2R 1S1,Province of Ontario
4507,Welland Regional Child Care Centre,Child Care Centre,Active,25,Bruce Street,Welland,ON,L3B 3P9,Province of Ontario
4508,Regional Niagara Home Child Care,Home Child Care Agency,Active,1815,Sir Isaac Brock Way,Thorold,ON,L2V 3Z3,Province of Ontario
4509,Collegeside Learn. Play. Care. Child Care Centre,Child Care Centre,Inactive,7899,McLaughlin Road,Brampton,ON,L6Y 5H9,Province of Ontario
4510,Region of Peel - Brampton West Learn.Play.Care.Child Care Centre,Child Care Centre,Inactive,9996,Kennedy Road,Brampton,ON,L6V 0A1,Province of Ontario
4511,Region of Peel - Chinguacousy Child Care Centre,Child Care Centre,Inactive,1,Knightsbridge Road,Brampton,ON,L6T 3Y6,Province of Ontario
4512,Region of Peel - Cooksville-Learn.Play.Care.Child Care Centre,Child Care Centre,Inactive,30,Hanson Road,Mississauga,ON,L5B 3A7,Province of Ontario
4513,Region of Peel - Ernest Majury Child Care Centre,Child Care Centre,Inactive,1320,Williamsport Drive,Mississauga,ON,L4X 2T6,Province of Ontario
4514,Region of Peel - Greenbriar Learn.Play.Care.Child Care Centre,Child Care Centre,Inactive,1100,Central Park Drive,Brampton,ON,L6S 2C9,Province of Ontario
4515,Region of Peel - Howden Learn .Play .Care . Child Care Centre,Child Care Centre,Inactive,150,Howden Boulevard,Brampton,ON,L6S 2G1,Province of Ontario
4516,Region of Peel - Lancaster Learn.Play.Care.Child Care Centre,Child Care Centre,Inactive,7425,Netherwood Road,Mississauga,ON,L4T 2N7,Province of Ontario
4517,Region of Peel - Malton Learn .Play . Care . Child Care Centre,Child Care Centre,Inactive,3500,Morningstar Drive,Mississauga,ON,L4T 1Y2,Province of Ontario
4518,Region of Peel - Ridgeway Learn.Play.Care.Child care Centre,Child Care Centre,Inactive,3595,Ridgeway Drive,Mississauga,ON,L5L 5T4,Province of Ontario
4519,Region of Peel - Streetsville Learn.Play.Care.Child Care Centre,Child Care Centre,Inactive,114,Falconer Drive,Mississauga,ON,L5N 1B4,Province of Ontario
4520,Region of Peel - The Valley Learn.Play.Care. Child Care Centre,Child Care Centre,Inactive,1275,Mississauga Valley Boulevard,Mississauga,ON,L5A 3R8,Province of Ontario
4521,CHRISTOPHER CHILDREN'S CENTRE,Child Care Centre,Active,30,Christopher Drive,Cambridge,ON,N1R 4R4,Province of Ontario
4522,Cambridge Children's Centre,Child Care Centre,Active,99,Beechwood Road,Cambridge,ON,N1S 3S1,Province of Ontario
4523,Edith MacIntosh Children's Centre,Child Care Centre,Active,104,Stirling Avenue,Kitchener,ON,N2G 3N5,Province of Ontario
4524,Elmira Children's Centre,Child Care Centre,Inactive,22,Mockingbird Drive,Elmira,ON,N3B 1H4,Province of Ontario
4525,Elmira Children's Centre,Child Care Centre,Active,250,William Street,Elmira,ON,N3B 0B9,Province of Ontario
4526,Kinsmen Children's Centre,Child Care Centre,Active,651,Concession Road,Cambridge,ON,N3H 4L1,Province of Ontario
4527,Home Child Care Program,Home Child Care Agency,Active,99,Regina Street,Waterloo,ON,N2J 4G6,Province of Ontario
4528,REKSAP Centres for Early Learning (Regina),Child Care Centre,Active,2599,Regina Street,Ottawa,ON,K2B 6X4,Province of Ontario
4529,REKSAP Centres for Early Learning (Severn),Child Care Centre,Active,2553,Severn Avenue,Ottawa,ON,K2B 7V8,Province of Ontario
4530,RIVERSIDE CHRISTIAN MONTESSORI SCHOOL,Child Care Centre,Active,3,FRONT STREET,Haldimand,ON,N0A 1R0,Province of Ontario
4531,Rockcliffe Montessori Pre-School,Child Care Centre,Inactive,415,McArthur Avenue,Ottawa,ON,K1K 1G5,Province of Ontario
4532,Rosalie Hall Early Learning and Child Care Centre,Child Care Centre,Active,3020,Lawrence Avenue,Toronto,ON,M1P 2T7,Province of Ontario
4533,Open Arms Preschool,Child Care Centre,Active,21,Bedford Park Avenue,Richmond Hill,ON,L4C 2N8,Province of Ontario
4534,RUMO Child Care Services,Home Child Care Agency,Active,25,LAIDLAW Street,Toronto,ON,M6K 1X3,Province of Ontario
4535,Sweet Pea Preschool,Child Care Centre,Inactive,2175,Blessington Avenue,Kilbride,ON,L7P 0J7,Province of Ontario
4536,Sunbeamers Childcare,Child Care Centre,Inactive,978,North Street,Newcastle,ON,L1B 1L9,Province of Ontario
4537,Lyonsgate Montessori School,Child Care Centre,Inactive,86,Homewood Avenue,Hamilton,ON,L8P 2M4,Province of Ontario
4538,Lyonsgate Montessori School,Child Care Centre,Inactive,375,Aberdeen Avenue,Hamilton,ON,L8P 2R7,Province of Ontario
4539,Rainbow Connection Child Care Centre,Child Care Centre,Inactive,50,Featherstone Avenue,Markham,ON,L3S 2H4,Province of Ontario
4540,Rainbow Garden Learning Centre Inc.,Child Care Centre,Inactive,1638,Aimco Boulevard,Mississauga,ON,L4W 1V1,Province of Ontario
4541,Rainbow Montessori School Inc,Child Care Centre,Active,2120,Prince Charles Road,Ottawa,ON,K2A 3L3,Province of Ontario
4542,Rainbow Montessori School Inc.,Child Care Centre,Inactive,2191,Benjamin Avenue,Ottawa,ON,K2A 1P6,Province of Ontario
